1 .4713
2 .7373
3 .9512
4 1.2092
5 1.4832
6 1.6785
7 1.8822
8 1.9910
9 1.7801
10 1.9973
11 2.5711
12 2.4527
13 2.6916
14 2.4128
15 2.8307
16 2.5224
